frag_cat;area;site;plot;disp_mode;seed_size_cat;habit;origen;id;id_real;abund;yr
Small;2,9;P1;Q1;zoo;M;tree;nd;1;71;40;2006
Small;2,9;P1;Q1;zoo;P;und-tree;nd;3;65;1;2006
Small;2,9;P1;Q1;abio;P;tree;nd;5;60;38;2006
Small;2,9;P1;Q1;zoo;G;tree;nd;6;18;5;2006
Small;2,9;P1;Q1;abio;M;tree;d;7;31;20;2006
Small;2,9;P1;Q1;zoo;M;tree;nd;9;13;0;2006
Small;2,9;P1;Q1;zoo;G;tree;nd;16;38;5;2006
Small;2,9;P1;Q1;zoo;M;tree;nd;59;91;1;2006
Small;2,9;P1;Q1;zoo;P;tree;nd;65;100;114;2006
Small;2,9;P1;Q1;zoo;G;tree;d;73;51;0;2006
Small;2,9;P1;Q1;zoo;M;tree;d;79;7;3;2006
Small;2,9;P1;Q1;zoo;G;tree;nd;88;55;0;2006
Small;2,9;P1;Q1;zoo;G;tree;d;89;5;0;2006
Small;2,9;P1;Q2;zoo;M;tree;nd;1;71;40;2006
Small;2,9;P1;Q2;zoo;G;tree;d;2;42;2;2006
Small;2,9;P1;Q2;zoo;P;und-tree;nd;3;65;1;2006
Small;2,9;P1;Q2;zoo;M;und-tree;d;4;66;0;2006
Small;2,9;P1;Q2;zoo;G;tree;nd;6;18;0;2006
Small;2,9;P1;Q2;abio;M;tree;nd;7;31;23;2006
Small;2,9;P1;Q2;zoo;M;tree;nd;9;13;0;2006
Small;2,9;P1;Q2;zoo;M;und-tree;nd;12;6;2;2006
Small;2,9;P1;Q2;abio;M;tree;d;46;1;1;2006
Small;2,9;P1;Q2;zoo;M;tree;nd;59;91;3;2006
Small;2,9;P1;Q2;zoo;P;tree;nd;65;100;21;2006
Small;2,9;P1;Q2;zoo;G;tree;nd;73;51;0;2006
Small;2,9;P1;Q2;zoo;M;tree;d;79;7;1;2006
Small;2,9;P1;Q2;zoo;G;tree;d;88;55;0;2006
Small;2,9;P1;Q2;zoo;G;tree;d;89;5;0;2006
Small;2,9;P1;Q3;zoo;M;tree;nd;1;71;3;2006
Small;2,9;P1;Q3;zoo;G;tree;d;2;42;2;2006
Small;2,9;P1;Q3;zoo;P;und-tree;d;3;65;8;2006
Small;2,9;P1;Q3;zoo;G;tree;nd;6;18;0;2006
Small;2,9;P1;Q3;abio;M;tree;nd;7;31;187;2006
Small;2,9;P1;Q3;zoo;G;tree;nd;16;38;0;2006
Small;2,9;P1;Q3;abio;P;tree;d;45;87;1;2006
Small;2,9;P1;Q3;zoo;M;tree;d;59;91;16;2006
Small;2,9;P1;Q3;zoo;G;tree;d;73;51;0;2006
Small;2,9;P1;Q3;zoo;G;tree;d;88;55;0;2006
Small;2,9;P1;Q3;zoo;G;tree;d;89;5;0;2006
Small;2,9;P1;Q4;zoo;M;tree;nd;1;71;38;2006
Small;2,9;P1;Q4;zoo;G;tree;d;2;42;1;2006
Small;2,9;P1;Q4;zoo;P;und-tree;d;3;65;9;2006
Small;2,9;P1;Q4;abio;P;tree;d;5;60;26;2006
Small;2,9;P1;Q4;zoo;G;tree;nd;6;18;8;2006
Small;2,9;P1;Q4;abio;M;tree;nd;7;31;71;2006
Small;2,9;P1;Q4;zoo;M;tree;nd;13;21;2;2006
Small;2,9;P1;Q4;zoo;G;tree;d;16;38;0;2006
Small;2,9;P1;Q4;abio;M;tree;d;46;1;20;2006
Small;2,9;P1;Q4;zoo;M;tree;d;59;91;1;2006
Small;2,9;P1;Q4;zoo;G;tree;d;88;55;0;2006
Small;2,9;P1;Q4;zoo;G;tree;d;89;5;0;2006
Small;2,9;P1;Q5;zoo;M;tree;nd;1;71;14;2006
Small;2,9;P1;Q5;zoo;G;tree;nd;2;42;18;2006
Small;2,9;P1;Q5;zoo;P;und-tree;d;3;65;3;2006
Small;2,9;P1;Q5;zoo;M;und-tree;d;4;66;9;2006
Small;2,9;P1;Q5;abio;M;tree;nd;7;31;23;2006
Small;2,9;P1;Q5;zoo;M;tree;nd;9;13;7;2006
Small;2,9;P1;Q5;zoo;M;und-tree;d;12;6;1;2006
Small;2,9;P1;Q5;zoo;M;tree;d;13;21;6;2006
Small;2,9;P1;Q5;zoo;G;tree;d;16;38;1;2006
Small;2,9;P1;Q5;zoo;M;tree;nd;59;91;40;2006
Small;2,9;P1;Q5;zoo;M;tree;d;79;7;1;2006
Small;2,9;P1;Q5;zoo;G;tree;d;88;55;0;2006
Small;2,9;P1;Q5;zoo;G;tree;d;89;5;0;2006
Small;2,3;P2;Q1;zoo;M;tree;nd;1;71;29;2006
Small;2,3;P2;Q1;abio;P;tree;d;5;60;2;2006
Small;2,3;P2;Q1;zoo;M;tree;d;9;13;0;2006
Small;2,3;P2;Q1;zoo;M;und-tree;d;12;6;9;2006
Small;2,3;P2;Q1;zoo;G;tree;nd;17;102;2;2006
Small;2,3;P2;Q1;zoo;M;tree;nd;50;34;1;2006
Small;2,3;P2;Q1;zoo;M;tree;d;56;16;0;2006
Small;2,3;P2;Q1;zoo;M;tree;d;79;7;1;2006
Small;2,3;P2;Q1;zoo;G;tree;d;88;55;0;2006
Small;2,3;P2;Q1;zoo;G;tree;d;89;5;0;2006
Small;2,3;P2;Q2;zoo;M;tree;d;1;71;30;2006
Small;2,3;P2;Q2;zoo;G;tree;d;2;42;1;2006
Small;2,3;P2;Q2;zoo;M;und-tree;d;4;66;3;2006
Small;2,3;P2;Q2;abio;P;tree;d;5;60;20;2006
Small;2,3;P2;Q2;zoo;G;tree;d;6;18;1;2006
Small;2,3;P2;Q2;zoo;G;tree;nd;17;102;17;2006
Small;2,3;P2;Q2;zoo;M;tree;nd;79;7;33;2006
Small;2,3;P2;Q2;zoo;G;tree;d;88;55;0;2006
Small;2,3;P2;Q2;zoo;G;tree;d;89;5;0;2006
Small;2,3;P2;Q3;zoo;M;tree;nd;1;71;137;2006
Small;2,3;P2;Q3;abio;P;tree;d;5;60;1;2006
Small;2,3;P2;Q3;zoo;G;tree;d;16;38;0;2006
Small;2,3;P2;Q3;zoo;G;tree;nd;17;102;24;2006
Small;2,3;P2;Q3;zoo;M;und-tree;nd;25;;1;2006
Small;2,3;P2;Q3;zoo;M;tree;d;72;62;23;2006
Small;2,3;P2;Q3;zoo;M;tree;nd;79;7;37;2006
Small;2,3;P2;Q3;zoo;M;tree;d;80;73;1;2006
Small;2,3;P2;Q3;zoo;G;tree;nd;88;55;0;2006
Small;2,3;P2;Q3;zoo;G;tree;d;89;5;0;2006
Small;2,3;P2;Q4;zoo;M;tree;nd;1;71;119;2006
Small;2,3;P2;Q4;abio;P;tree;d;5;60;69;2006
Small;2,3;P2;Q4;zoo;G;tree;d;6;18;2;2006
Small;2,3;P2;Q4;zoo;G;tree;d;16;38;1;2006
Small;2,3;P2;Q4;zoo;G;tree;nd;17;102;1;2006
Small;2,3;P2;Q4;zoo;M;und-tree;d;9;13;1;2006
Small;2,3;P2;Q4;zoo;M;tree;d;72;62;3;2006
Small;2,3;P2;Q4;zoo;G;tree;d;88;55;0;2006
Small;2,3;P2;Q4;zoo;G;tree;d;89;5;0;2006
Small;2,3;P2;Q5;zoo;M;tree;nd;1;71;16;2006
Small;2,3;P2;Q5;zoo;G;tree;d;2;42;3;2006
Small;2,3;P2;Q5;zoo;G;tree;d;6;18;3;2006
Small;2,3;P2;Q5;zoo;G;tree;nd;17;102;30;2006
Small;2,3;P2;Q5;abio;G;und-tree;d;28;59;1;2006
Small;2,3;P2;Q5;zoo;G;tree;d;47;8;28;2006
Small;2,3;P2;Q5;zoo;M;tree;nd;50;34;3;2006
Small;2,3;P2;Q5;zoo;G;tree;d;62;105;37;2006
Small;2,3;P2;Q5;zoo;G;tree;d;73;51;0;2006
Small;2,3;P2;Q5;zoo;G;tree;d;88;55;0;2006
Small;2,3;P2;Q5;zoo;G;tree;d;89;5;0;2006
Medium;29;M1;Q1;zoo;M;tree;nd;1;71;31;2006
Medium;29;M1;Q1;zoo;P;und-tree;d;3;65;1;2006
Medium;29;M1;Q1;abio;P;tree;d;5;60;2;2006
Medium;29;M1;Q1;zoo;G;tree;d;16;38;4;2006
Medium;29;M1;Q1;zoo;G;tree;nd;17;102;6;2006
Medium;29;M1;Q1;zoo;M;und-tree;nd;25;;11;2006
Medium;29;M1;Q1;zoo;G;tree;d;31;56;1;2006
Medium;29;M1;Q1;zoo;G;tree;nd;62;105;3;2006
Medium;29;M1;Q1;zoo;G;tree;d;88;55;0;2006
Medium;29;M1;Q1;zoo;G;tree;d;89;5;0;2006
Medium;29;M1;Q2;zoo;M;tree;d;1;71;6;2006
Medium;29;M1;Q2;zoo;P;und-tree;d;3;65;2;2006
Medium;29;M1;Q2;abio;P;tree;d;5;60;2;2006
Medium;29;M1;Q2;abio;M;tree;d;7;31;4;2006
Medium;29;M1;Q2;zoo;G;tree;nd;17;102;8;2006
Medium;29;M1;Q2;zoo;M;und-tree;d;25;;2;2006
Medium;29;M1;Q2;zoo;M;tree;d;59;91;2;2006
Medium;29;M1;Q2;zoo;G;tree;nd;62;105;20;2006
Medium;29;M1;Q2;zoo;M;tree;d;72;62;8;2006
Medium;29;M1;Q2;zoo;G;tree;d;73;51;0;2006
Medium;29;M1;Q2;zoo;G;tree;d;88;55;0;2006
Medium;29;M1;Q2;zoo;G;tree;d;89;5;0;2006
Medium;29;M1;Q3;zoo;M;tree;nd;1;71;168;2006
Medium;29;M1;Q3;zoo;M;und-tree;d;4;66;2;2006
Medium;29;M1;Q3;abio;P;tree;nd;5;60;925;2006
Medium;29;M1;Q3;abio;M;tree;d;7;31;1;2006
Medium;29;M1;Q3;zoo;G;tree;d;17;102;7;2006
Medium;29;M1;Q3;abio;M;tree;nd;36;72;36;2006
Medium;29;M1;Q3;zoo;M;tree;d;59;91;3;2006
Medium;29;M1;Q3;zoo;G;tree;d;62;105;2;2006
Medium;29;M1;Q3;zoo;P;tree;nd;65;100;3;2006
Medium;29;M1;Q3;zoo;M;tree;nd;79;7;71;2006
Medium;29;M1;Q3;zoo;G;tree;d;88;55;0;2006
Medium;29;M1;Q3;zoo;G;tree;d;89;5;0;2006
Medium;29;M1;Q4;zoo;M;tree;nd;1;71;94;2006
Medium;29;M1;Q4;zoo;G;tree;d;2;42;9;2006
Medium;29;M1;Q4;abio;P;tree;nd;5;60;136;2006
Medium;29;M1;Q4;zoo;G;tree;d;6;18;1;2006
Medium;29;M1;Q4;zoo;M;tree;d;9;13;11;2006
Medium;29;M1;Q4;zoo;M;und-tree;nd;12;6;2;2006
Medium;29;M1;Q4;zoo;G;tree;d;16;38;2;2006
Medium;29;M1;Q4;zoo;G;tree;nd;17;102;29;2006
Medium;29;M1;Q4;zoo;M;und-tree;d;25;;0;2006
Medium;29;M1;Q4;zoo;M;und-tree;nd;26;94;0;2006
Medium;29;M1;Q4;zoo;G;tree;nd;31;56;1;2006
Medium;29;M1;Q4;abio;M;tree;d;36;72;7;2006
Medium;29;M1;Q4;zoo;P;tree;d;37;24;15;2006
Medium;29;M1;Q4;zoo;M;tree;d;54;44;1;2006
Medium;29;M1;Q4;abio;P;tree;d;57;109;9;2006
Medium;29;M1;Q4;zoo;M;tree;d;59;91;1;2006
Medium;29;M1;Q4;zoo;G;tree;nd;62;105;2;2006
Medium;29;M1;Q4;zoo;M;tree;d;80;73;8;2006
Medium;29;M1;Q4;zoo;G;tree;nd;88;55;0;2006
Medium;29;M1;Q4;zoo;G;tree;nd;89;5;0;2006
Medium;29;M1;Q5;zoo;M;tree;nd;1;71;175;2006
Medium;29;M1;Q5;zoo;G;tree;nd;2;42;6;2006
Medium;29;M1;Q5;zoo;P;und-tree;d;3;65;19;2006
Medium;29;M1;Q5;abio;P;tree;d;5;60;51;2006
Medium;29;M1;Q5;zoo;G;tree;d;6;18;1;2006
Medium;29;M1;Q5;abio;M;tree;d;7;31;4;2006
Medium;29;M1;Q5;zoo;M;tree;d;9;13;0;2006
Medium;29;M1;Q5;zoo;G;tree;d;16;38;4;2006
Medium;29;M1;Q5;zoo;G;tree;nd;17;102;4;2006
Medium;29;M1;Q5;zoo;M;und-tree;d;25;;0;2006
Medium;29;M1;Q5;abio;M;tree;d;36;72;0;2006
Medium;29;M1;Q5;abio;P;tree;nd;45;87;34;2006
Medium;29;M1;Q5;zoo;M;tree;nd;54;44;0;2006
Medium;29;M1;Q5;zoo;M;tree;nd;59;91;1;2006
Medium;29;M1;Q5;zoo;G;tree;d;62;105;1;2006
Medium;29;M1;Q5;zoo;G;tree;nd;70;43;3;2006
Medium;29;M1;Q5;zoo;M;tree;d;72;62;9;2006
Medium;29;M1;Q5;zoo;M;tree;d;79;7;1;2006
Medium;29;M1;Q5;zoo;M;tree;d;80;73;1;2006
Medium;29;M1;Q5;zoo;G;tree;d;88;55;0;2006
Medium;29;M1;Q5;zoo;G;tree;nd;89;5;0;2006
Medium;22;M2;Q1;zoo;M;tree;nd;1;71;66;2006
Medium;22;M2;Q1;abio;P;tree;d;5;60;120;2006
Medium;22;M2;Q1;zoo;G;tree;d;6;18;2;2006
Medium;22;M2;Q1;zoo;G;tree;d;17;102;1;2006
Medium;22;M2;Q1;zoo;M;und-tree;nd;26;94;28;2006
Medium;22;M2;Q1;zoo;G;tree;nd;31;56;6;2006
Medium;22;M2;Q1;zoo;G;tree;d;60;82;1;2006
Medium;22;M2;Q1;zoo;G;tree;d;62;105;10;2006
Medium;22;M2;Q1;zoo;M;und-tree;nd;63;36;1;2006
Medium;22;M2;Q1;zoo;M;tree;d;79;7;2;2006
Medium;22;M2;Q1;zoo;M;tree;nd;80;73;0;2006
Medium;22;M2;Q1;zoo;P;tree;nd;81;11;16;2006
Medium;22;M2;Q1;zoo;G;tree;d;88;55;0;2006
Medium;22;M2;Q1;zoo;G;tree;nd;89;5;0;2006
Medium;22;M2;Q2;zoo;M;tree;nd;1;71;29;2006
Medium;22;M2;Q2;abio;P;tree;nd;5;60;1961;2006
Medium;22;M2;Q2;zoo;G;tree;d;17;102;1;2006
Medium;22;M2;Q2;zoo;M;und-tree;nd;26;94;2;2006
Medium;22;M2;Q2;zoo;M;tree;d;79;7;1;2006
Medium;22;M2;Q2;zoo;G;tree;nd;88;55;0;2006
Medium;22;M2;Q2;zoo;G;tree;d;89;5;0;2006
Medium;22;M2;Q3;zoo;M;tree;nd;1;71;31;2006
Medium;22;M2;Q3;abio;P;tree;nd;5;60;1208;2006
Medium;22;M2;Q3;zoo;G;tree;d;6;18;1;2006
Medium;22;M2;Q3;abio;M;tree;d;7;31;0;2006
Medium;22;M2;Q3;zoo;G;tree;nd;17;102;2;2006
Medium;22;M2;Q3;zoo;M;und-tree;d;26;94;1;2006
Medium;22;M2;Q3;zoo;G;tree;d;62;105;1;2006
Medium;22;M2;Q3;zoo;M;tree;d;79;7;5;2006
Medium;22;M2;Q3;zoo;G;tree;d;88;55;0;2006
Medium;22;M2;Q3;zoo;G;tree;d;89;5;0;2006
Medium;22;M2;Q4;zoo;M;tree;nd;1;71;116;2006
Medium;22;M2;Q4;zoo;P;und-tree;d;3;65;2;2006
Medium;22;M2;Q4;abio;P;tree;nd;5;60;715;2006
Medium;22;M2;Q4;zoo;G;tree;nd;6;18;3;2006
Medium;22;M2;Q4;abio;M;tree;d;7;31;1;2006
Medium;22;M2;Q4;zoo;G;tree;d;17;102;3;2006
Medium;22;M2;Q4;zoo;M;und-tree;nd;26;94;0;2006
Medium;22;M2;Q4;abio;P;und-tree;nd;29;27;10;2006
Medium;22;M2;Q4;zoo;G;tree;d;62;105;5;2006
Medium;22;M2;Q4;zoo;M;und-tree;d;63;36;1;2006
Medium;22;M2;Q4;zoo;P;tree;nd;69;61;2;2006
Medium;22;M2;Q4;zoo;M;tree;d;79;7;107;2006
Medium;22;M2;Q4;zoo;G;tree;d;88;55;0;2006
Medium;22;M2;Q4;zoo;G;tree;d;89;5;0;2006
Medium;22;M2;Q5;zoo;M;tree;nd;1;71;86;2006
Medium;22;M2;Q5;zoo;G;tree;nd;2;42;1;2006
Medium;22;M2;Q5;zoo;M;und-tree;d;4;66;3;2006
Medium;22;M2;Q5;abio;P;tree;d;5;60;22;2006
Medium;22;M2;Q5;zoo;G;tree;nd;6;18;57;2006
Medium;22;M2;Q5;zoo;M;und-tree;d;25;;1;2006
Medium;22;M2;Q5;zoo;M;und-tree;d;26;94;1;2006
Medium;22;M2;Q5;zoo;P;tree;d;65;100;1;2006
Medium;22;M2;Q5;zoo;M;tree;d;79;7;3;2006
Medium;22;M2;Q5;zoo;G;tree;nd;88;55;0;2006
Medium;22;M2;Q5;zoo;G;tree;d;89;5;0;2006
Large;640;G1;Q1;zoo;M;tree;nd;1;71;9;2006
Large;640;G1;Q1;zoo;G;tree;nd;6;18;5;2006
Large;640;G1;Q1;abio;M;tree;nd;7;31;5;2006
Large;640;G1;Q1;zoo;M;tree;nd;9;13;0;2006
Large;640;G1;Q1;zoo;G;tree;d;16;38;0;2006
Large;640;G1;Q1;zoo;M;und-tree;d;25;;0;2006
Large;640;G1;Q1;abio;P;tree;d;45;87;1;2006
Large;640;G1;Q1;zoo;G;tree;d;47;8;0;2006
Large;640;G1;Q1;zoo;M;tree;nd;59;91;7;2006
Large;640;G1;Q1;zoo;G;tree;d;62;105;2;2006
Large;640;G1;Q1;zoo;P;tree;nd;65;100;1160;2006
Large;640;G1;Q1;zoo;M;tree;d;80;73;1;2006
Large;640;G1;Q1;zoo;G;tree;nd;88;55;0;2006
Large;640;G1;Q1;zoo;G;tree;d;89;5;0;2006
Large;640;G1;Q2;zoo;M;tree;nd;1;71;14;2006
Large;640;G1;Q2;zoo;P;und-tree;d;3;65;1;2006
Large;640;G1;Q2;zoo;G;tree;nd;6;18;1;2006
Large;640;G1;Q2;abio;M;tree;nd;7;31;10;2006
Large;640;G1;Q2;zoo;G;tree;nd;16;38;0;2006
Large;640;G1;Q2;zoo;G;tree;nd;62;105;4;2006
Large;640;G1;Q2;zoo;P;tree;nd;65;100;527;2006
Large;640;G1;Q2;zoo;G;tree;nd;88;55;0;2006
Large;640;G1;Q2;zoo;G;tree;d;89;5;0;2006
Large;640;G1;Q3;zoo;M;tree;nd;1;71;104;2006
Large;640;G1;Q3;zoo;P;und-tree;d;3;65;1;2006
Large;640;G1;Q3;zoo;G;tree;nd;6;18;3;2006
Large;640;G1;Q3;abio;M;tree;nd;7;31;53;2006
Large;640;G1;Q3;zoo;M;tree;nd;9;13;0;2006
Large;640;G1;Q3;zoo;M;tree;d;59;91;1;2006
Large;640;G1;Q3;zoo;G;tree;d;62;105;0;2006
Large;640;G1;Q3;zoo;P;tree;d;65;100;7;2006
Large;640;G1;Q3;zoo;G;tree;nd;88;55;0;2006
Large;640;G1;Q3;zoo;G;tree;d;89;5;0;2006
Large;640;G1;Q4;zoo;M;tree;nd;1;71;72;2006
Large;640;G1;Q4;zoo;P;und-tree;d;3;65;6;2006
Large;640;G1;Q4;zoo;M;und-tree;d;4;66;1;2006
Large;640;G1;Q4;abio;P;tree;d;5;60;1;2006
Large;640;G1;Q4;zoo;G;tree;nd;6;18;6;2006
Large;640;G1;Q4;abio;M;tree;nd;7;31;23;2006
Large;640;G1;Q4;zoo;M;und-tree;nd;12;6;3;2006
Large;640;G1;Q4;zoo;M;und-tree;d;26;94;0;2006
Large;640;G1;Q4;zoo;G;tree;d;47;8;0;2006
Large;640;G1;Q4;zoo;P;tree;d;65;100;5;2006
Large;640;G1;Q4;zoo;G;tree;nd;88;55;0;2006
Large;640;G1;Q4;zoo;G;tree;d;89;5;0;2006
Large;640;G1;Q5;zoo;M;tree;nd;1;71;153;2006
Large;640;G1;Q5;abio;P;tree;d;5;60;84;2006
Large;640;G1;Q5;zoo;G;tree;nd;6;18;2;2006
Large;640;G1;Q5;zoo;M;und-tree;d;20;14;9;2006
Large;640;G1;Q5;zoo;M;und-tree;d;9;13;1;2006
Large;640;G1;Q5;zoo;M;und-tree;d;26;94;0;2006
Large;640;G1;Q5;zoo;G;tree;d;47;8;1;2006
Large;640;G1;Q5;zoo;G;tree;nd;62;105;30;2006
Large;640;G1;Q5;zoo;M;tree;d;79;7;1;2006
Large;640;G1;Q5;zoo;G;tree;nd;88;55;0;2006
Large;640;G1;Q5;zoo;G;tree;d;89;5;0;2006
Large;640;G2;Q6;zoo;M;tree;nd;1;71;52;2006
Large;640;G2;Q6;zoo;G;tree;d;2;42;3;2006
Large;640;G2;Q6;abio;P;tree;d;5;60;84;2006
Large;640;G2;Q6;zoo;G;tree;d;16;38;12;2006
Large;640;G2;Q6;zoo;M;und-tree;d;25;;0;2006
Large;640;G2;Q6;zoo;M;tree;d;59;91;0;2006
Large;640;G2;Q6;zoo;G;tree;nd;62;105;37;2006
Large;640;G2;Q6;zoo;P;tree;d;65;100;9;2006
Large;640;G2;Q6;zoo;G;tree;d;88;55;0;2006
Large;640;G2;Q6;zoo;G;tree;d;89;5;0;2006
Large;640;G2;Q7;zoo;M;tree;nd;1;71;56;2006
Large;640;G2;Q7;zoo;M;und-tree;nd;4;66;1;2006
Large;640;G2;Q7;abio;P;tree;d;5;60;6;2006
Large;640;G2;Q7;zoo;G;tree;d;6;18;0;2006
Large;640;G2;Q7;zoo;M;tree;d;13;21;1;2006
Large;640;G2;Q7;zoo;G;tree;d;16;38;0;2006
Large;640;G2;Q7;zoo;M;und-tree;nd;25;;1;2006
Large;640;G2;Q7;zoo;M;und-tree;d;26;94;0;2006
Large;640;G2;Q7;abio;M;tree;d;36;72;0;2006
Large;640;G2;Q7;abio;P;tree;nd;45;87;4;2006
Large;640;G2;Q7;zoo;M;tree;nd;59;91;2;2006
Large;640;G2;Q7;zoo;G;tree;nd;62;105;39;2006
Large;640;G2;Q7;zoo;G;tree;d;88;55;0;2006
Large;640;G2;Q7;zoo;G;tree;nd;89;5;0;2006
Large;640;G2;Q8;zoo;M;tree;nd;1;71;50;2006
Large;640;G2;Q8;zoo;G;tree;nd;2;42;2;2006
Large;640;G2;Q8;zoo;P;und-tree;d;3;65;3;2006
Large;640;G2;Q8;zoo;M;und-tree;nd;4;66;9;2006
Large;640;G2;Q8;zoo;G;tree;nd;16;38;14;2006
Large;640;G2;Q8;zoo;G;tree;d;17;102;1;2006
Large;640;G2;Q8;zoo;M;und-tree;d;25;;2;2006
Large;640;G2;Q8;zoo;M;und-tree;nd;26;94;0;2006
Large;640;G2;Q8;zoo;G;tree;d;47;8;8;2006
Large;640;G2;Q8;zoo;G;tree;nd;62;105;26;2006
Large;640;G2;Q8;zoo;M;und-tree;d;63;36;10;2006
Large;640;G2;Q8;zoo;G;tree;nd;88;55;0;2006
Large;640;G2;Q8;zoo;G;tree;nd;89;5;0;2006
Large;640;G2;Q9;zoo;M;tree;nd;1;71;65;2006
Large;640;G2;Q9;zoo;P;und-tree;d;3;65;3;2006
Large;640;G2;Q9;zoo;M;und-tree;d;4;66;0;2006
Large;640;G2;Q9;zoo;G;tree;d;6;18;0;2006
Large;640;G2;Q9;abio;M;tree;d;7;31;2;2006
Large;640;G2;Q9;abio;G;und-tree;d;28;59;1;2006
Large;640;G2;Q9;zoo;M;tree;nd;59;91;8;2006
Large;640;G2;Q9;zoo;G;tree;nd;62;105;32;2006
Large;640;G2;Q9;zoo;G;tree;d;75;63;1;2006
Large;640;G2;Q9;zoo;G;tree;nd;88;55;0;2006
Large;640;G2;Q9;zoo;G;tree;d;89;5;0;2006
Large;640;G2;Q10;zoo;M;tree;nd;1;71;31;2006
Large;640;G2;Q10;zoo;G;tree;d;16;38;1;2006
Large;640;G2;Q10;zoo;M;und-tree;d;26;94;1;2006
Large;640;G2;Q10;zoo;G;tree;d;47;8;33;2006
Large;640;G2;Q10;zoo;M;tree;nd;59;91;15;2006
Large;640;G2;Q10;zoo;G;tree;nd;62;105;98;2006
Large;640;G2;Q10;zoo;G;tree;nd;73;51;1;2006
Large;640;G2;Q10;zoo;G;tree;d;88;55;0;2006
Large;640;G2;Q10;zoo;G;tree;d;89;5;0;2006
Control;5000;C1;Q1;zoo;M;tree;nd;1;71;17;2006
Control;5000;C1;Q1;zoo;G;tree;nd;6;18;0;2006
Control;5000;C1;Q1;zoo;M;tree;nd;9;13;181;2006
Control;5000;C1;Q1;zoo;G;tree;d;17;102;51;2006
Control;5000;C1;Q1;zoo;G;tree;d;47;8;0;2006
Control;5000;C1;Q1;zoo;M;tree;nd;56;16;21;2006
Control;5000;C1;Q1;zoo;M;tree;d;59;91;1;2006
Control;5000;C1;Q1;zoo;G;tree;nd;62;105;35;2006
Control;5000;C1;Q1;zoo;P;tree;d;65;100;1;2006
Control;5000;C1;Q1;zoo;M;tree;nd;79;7;22;2006
Control;5000;C1;Q1;zoo;G;tree;nd;88;55;0;2006
Control;5000;C1;Q1;zoo;G;tree;d;89;5;0;2006
Control;5000;C1;Q2;zoo;M;tree;nd;1;71;13;2006
Control;5000;C1;Q2;zoo;M;und-tree;d;4;66;0;2006
Control;5000;C1;Q2;zoo;G;tree;d;6;18;0;2006
Control;5000;C1;Q2;abio;M;tree;nd;7;31;0;2006
Control;5000;C1;Q2;zoo;G;tree;nd;16;38;0;2006
Control;5000;C1;Q2;zoo;G;tree;d;47;8;0;2006
Control;5000;C1;Q2;zoo;M;tree;d;56;16;0;2006
Control;5000;C1;Q2;zoo;G;tree;nd;62;105;4;2006
Control;5000;C1;Q2;zoo;P;tree;nd;65;100;18;2006
Control;5000;C1;Q2;zoo;M;tree;d;72;62;11;2006
Control;5000;C1;Q2;zoo;M;tree;nd;79;7;4;2006
Control;5000;C1;Q2;zoo;G;tree;nd;88;55;0;2006
Control;5000;C1;Q2;zoo;G;tree;d;89;5;0;2006
Control;5000;C1;Q3;zoo;M;tree;nd;1;71;6;2006
Control;5000;C1;Q3;zoo;P;und-tree;d;3;65;0;2006
Control;5000;C1;Q3;zoo;M;und-tree;d;4;66;0;2006
Control;5000;C1;Q3;zoo;G;tree;d;16;38;0;2006
Control;5000;C1;Q3;zoo;G;tree;d;17;102;3;2006
Control;5000;C1;Q3;abio;P;tree;nd;45;87;0;2006
Control;5000;C1;Q3;zoo;M;tree;d;56;16;1;2006
Control;5000;C1;Q3;zoo;G;tree;nd;62;105;1;2006
Control;5000;C1;Q3;zoo;P;tree;nd;65;100;233;2006
Control;5000;C1;Q3;zoo;M;tree;d;79;7;1;2006
Control;5000;C1;Q3;zoo;G;tree;d;88;55;0;2006
Control;5000;C1;Q3;zoo;G;tree;d;89;5;0;2006
Control;5000;C1;Q4;zoo;M;tree;nd;1;71;1;2006
Control;5000;C1;Q4;zoo;M;und-tree;d;4;66;0;2006
Control;5000;C1;Q4;zoo;G;tree;d;6;18;0;2006
Control;5000;C1;Q4;abio;M;tree;nd;7;31;0;2006
Control;5000;C1;Q4;zoo;G;tree;nd;17;102;10;2006
Control;5000;C1;Q4;abio;G;und-tree;d;28;59;2;2006
Control;5000;C1;Q4;abio;P;tree;nd;45;87;450;2006
Control;5000;C1;Q4;zoo;M;tree;nd;56;16;0;2006
Control;5000;C1;Q4;zoo;G;tree;nd;62;105;11;2006
Control;5000;C1;Q4;zoo;P;tree;nd;65;100;13;2006
Control;5000;C1;Q4;zoo;M;tree;d;72;62;12;2006
Control;5000;C1;Q4;zoo;M;tree;d;84;110;1;2006
Control;5000;C1;Q4;zoo;G;tree;d;88;55;0;2006
Control;5000;C1;Q4;zoo;G;tree;d;89;5;0;2006
Control;5000;C1;Q5;zoo;M;tree;nd;1;71;18;2006
Control;5000;C1;Q5;zoo;P;und-tree;nd;3;65;1;2006
Control;5000;C1;Q5;abio;M;tree;nd;7;31;0;2006
Control;5000;C1;Q5;zoo;G;tree;d;16;38;0;2006
Control;5000;C1;Q5;zoo;M;tree;d;54;44;1;2006
Control;5000;C1;Q5;zoo;G;tree;d;73;51;0;2006
Control;5000;C1;Q5;zoo;G;tree;nd;88;55;0;2006
